"party","levels_of_party","race","gender","education","state_of_residence","president_voted_for","immigration_importance","environment_importance","gay_rights_importance","health_care_importance","climate_change_importance","abortion_importance","racial_equality_importance","gender_equality_importance","legality_abortion","gay_marriage","police_racial_bias","global_warming","religion_importance","age_group","ideology"
2,6,1,1,6,42,2,2,2,4,2,4,1,2,4,3,2,1,2,1,"4","2"
3,5,1,1,5,24,2,1,1,2,1,3,3,1,4,2,1,1,3,2,"4","2"
3,3,1,1,6,29,1,1,1,1,1,1,4,2,1,1,1,2,1,4,"4","1"
2,6,1,1,3,37,2,2,2,4,2,3,1,1,2,3,8,1,2,1,"5","2"
3,5,5,1,5,6,3,2,2,2,2,3,3,2,2,2,1,1,5,2,"4","3"
1,2,1,1,6,6,1,3,1,3,1,1,3,2,2,2,1,2,1,1,"4","3"
2,6,1,2,2,41,2,2,2,3,1,3,2,2,3,3,2,1,2,1,"5","2"
2,6,1,2,5,6,2,1,2,3,1,2,3,3,3,1,2,1,2,2,"4","3"
2,7,1,1,5,32,2,1,3,4,1,4,1,3,4,2,8,1,4,3,"4","2"
3,5,1,1,5,8,2,1,2,4,2,4,3,4,4,2,2,8,4,2,"4","2"
3,3,1,1,5,26,1,2,1,2,1,1,3,2,2,1,1,2,1,3,"4","3"
2,6,1,1,2,21,2,3,4,4,2,4,1,1,2,2,1,1,3,2,"4","2"
2,6,1,1,6,27,2,1,3,4,3,4,3,3,4,2,2,8,3,1,"3","2"
3,4,1,2,2,41,1,1,1,1,1,1,1,1,1,1,2,1,1,1,"5","3"
2,7,1,1,6,26,2,2,3,2,2,4,2,2,2,2,1,1,4,2,"5","2"
2,7,3,2,3,6,2,1,2,2,1,2,1,2,2,3,2,1,3,1,"4","2"
1,1,3,2,6,6,1,2,1,1,1,1,1,1,1,3,1,2,1,2,"4","1"
3,4,1,1,5,30,2,3,2,3,2,4,2,3,3,2,2,1,3,2,"4","2"
2,6,1,1,4,55,2,1,2,4,2,4,4,4,4,2,2,1,4,4,"3","2"
1,1,1,1,5,41,1,2,2,NA,1,2,2,1,2,2,1,8,1,2,"5","1"
1,1,1,2,2,39,1,2,NA,NA,1,NA,2,2,1,2,1,2,1,1,"5","1"
2,7,1,1,6,47,2,1,2,4,1,4,4,2,3,2,8,8,5,2,"4","2"
4,5,1,1,3,36,2,2,2,4,2,3,1,3,2,3,8,1,2,1,"4","2"
3,4,1,1,4,18,2,NA,3,4,2,4,1,2,4,3,2,1,4,1,"3","2"
2,6,1,1,3,36,2,1,2,3,2,3,2,2,2,2,8,1,3,2,"4","2"
2,7,1,2,5,12,2,1,4,4,2,4,2,2,4,3,2,1,4,1,"3","2"
3,3,3,1,5,27,1,3,1,2,1,1,3,1,2,2,8,2,1,3,"3","3"
2,6,1,1,6,29,2,1,3,4,1,4,4,3,3,8,2,1,2,2,"4","2"
3,4,1,1,2,17,3,2,2,1,2,2,4,1,1,8,1,8,1,3,"5","3"
2,7,1,1,2,36,2,1,1,3,1,2,2,2,2,3,2,8,2,2,"5","2"
3,5,1,2,5,48,2,2,2,2,2,3,3,3,3,2,1,1,3,2,"3","3"
2,6,1,1,6,22,2,2,2,3,2,3,3,3,3,2,8,1,5,4,"4","2"
2,6,1,1,3,55,2,1,3,3,1,4,2,3,3,2,2,1,2,4,"4","2"
2,6,1,1,6,51,2,2,3,4,2,4,3,2,4,2,8,1,3,1,"2","2"
1,1,1,2,3,51,1,1,1,1,1,1,2,1,1,2,1,2,1,2,"5","1"
3,4,1,2,5,4,3,1,4,4,1,4,4,4,4,2,1,1,4,3,"4","3"
2,6,3,1,4,12,2,2,2,3,1,3,3,2,2,2,8,1,2,1,"4","2"
2,6,1,1,2,38,2,1,4,3,3,4,2,4,4,2,8,1,4,1,"4","2"
3,3,2,1,5,48,1,1,1,2,1,1,1,1,1,2,1,2,1,4,"4","1"
3,5,1,1,2,42,2,1,4,4,1,4,2,4,4,2,2,1,4,3,"5","2"
2,7,1,1,3,26,2,1,3,4,2,4,1,3,3,3,2,1,4,1,"5","2"
1,2,1,2,3,54,1,3,1,1,1,1,3,1,1,2,1,2,1,4,"2","3"
2,6,3,1,6,36,2,1,1,1,1,4,2,1,1,1,1,1,3,2,"4","3"
1,2,1,2,6,17,1,4,1,1,1,1,1,1,1,1,1,2,1,4,"3","1"
3,3,8,1,6,34,2,1,2,2,1,3,2,1,2,3,1,2,3,1,"4","1"
2,7,3,2,5,53,2,2,3,2,1,3,1,2,2,2,2,1,3,1,"5","2"
4,5,1,1,2,13,2,1,3,4,1,3,3,2,3,2,2,1,2,3,"4","2"
4,5,1,2,2,42,3,1,2,3,1,3,4,3,3,2,1,1,2,4,"4","2"
3,5,1,1,5,4,2,1,3,3,1,3,3,2,2,2,2,2,3,2,"5","2"
2,6,1,1,6,28,2,2,2,3,1,3,2,3,4,2,1,1,5,2,"3","2"
3,4,1,1,6,6,4,1,1,3,1,1,NA,2,3,1,1,2,1,4,"4","3"
2,6,1,1,6,17,2,2,1,4,1,2,1,2,2,3,2,1,2,1,"3","2"
2,6,1,1,6,25,2,2,3,4,1,3,3,3,4,2,2,1,3,2,"4","2"
2,6,1,1,5,53,2,1,2,4,1,4,1,4,4,2,2,1,3,2,"4","2"
2,6,1,1,2,12,2,1,2,4,1,4,2,3,4,2,2,1,4,3,"4","2"
2,7,1,1,6,48,2,1,1,4,1,4,2,2,4,2,2,1,3,1,"5","2"
2,7,1,1,5,48,2,1,4,4,2,4,1,3,4,3,2,1,4,1,"3","2"
1,1,1,1,5,12,1,3,1,2,1,1,1,1,1,1,1,2,1,4,"5","1"
3,3,1,2,5,6,1,2,1,3,1,1,3,1,1,1,1,2,1,3,"5","1"
1,1,1,1,4,39,1,2,1,2,1,1,1,3,1,1,1,2,1,4,"4","1"
1,1,4,1,6,37,1,2,1,2,1,1,2,1,1,1,1,2,1,4,"3","1"
1,2,1,1,3,29,2,2,1,2,1,1,1,2,2,3,2,1,1,1,"5","3"
1,2,1,1,5,37,1,3,1,2,1,1,1,2,2,1,1,1,1,4,"3","3"
2,7,1,1,5,29,2,1,2,4,2,3,2,2,2,2,8,1,4,2,"4","2"
3,5,1,1,4,26,2,2,3,2,1,4,3,2,3,2,1,1,4,2,"4","2"
1,1,1,2,3,53,1,2,1,1,1,1,1,1,1,1,1,2,1,4,"4","1"
4,4,1,1,2,53,2,2,2,3,1,4,1,1,4,2,2,1,3,2,"5","2"
2,7,1,2,3,47,2,1,2,3,1,2,1,1,1,2,2,1,2,1,"5","2"
3,4,1,1,5,8,1,2,1,2,1,2,1,2,2,1,1,1,1,3,"3","3"
2,6,1,1,3,28,6,1,4,4,1,4,1,3,4,3,2,1,4,1,"4","2"
3,3,1,2,6,17,1,1,2,3,1,2,2,2,2,2,2,2,1,1,"4","3"
3,5,1,2,6,26,2,1,3,4,1,4,1,4,4,3,2,1,3,1,"4","2"
3,3,1,2,5,12,1,2,1,1,1,1,4,2,1,1,1,2,1,2,"3","3"
2,7,1,1,5,36,2,2,2,3,1,4,3,3,2,2,2,2,2,3,"4","3"
2,6,7,1,5,39,2,1,2,3,2,3,3,3,3,8,8,1,2,4,"3","2"
2,6,1,1,1,36,2,1,2,1,1,2,3,1,1,1,1,1,2,3,"3","3"
1,2,1,1,6,48,1,3,1,2,1,1,1,1,2,1,1,2,1,4,"3","1"
2,6,1,1,5,24,6,2,2,4,1,3,1,3,4,3,1,1,2,2,"2","2"
3,4,1,1,6,13,2,1,2,3,2,2,3,2,2,1,1,1,5,2,"4","3"
2,7,1,1,6,12,2,1,3,4,2,4,1,NA,4,3,2,1,3,1,"3","2"
1,1,1,1,5,6,1,4,1,1,1,1,4,1,1,1,1,2,1,4,"3","1"
3,3,1,1,6,41,1,2,1,1,1,1,1,1,1,1,1,2,1,2,"5","1"
3,3,6,2,6,37,2,1,2,2,1,4,2,2,3,2,8,1,2,1,"4","3"
3,5,1,2,6,47,6,2,2,3,1,2,1,2,3,2,2,8,2,1,"4","2"
1,1,7,2,6,42,1,2,1,2,1,1,3,1,2,2,1,1,1,4,"5","1"
3,4,1,1,3,30,1,2,1,1,1,1,3,1,1,2,1,2,1,1,"4","3"
2,7,1,1,5,47,2,1,2,4,2,4,1,4,4,2,2,1,4,1,"4","2"
2,7,1,2,5,6,2,2,2,4,2,4,1,2,2,2,2,1,3,1,"4","2"
2,6,1,2,2,42,2,2,2,3,1,2,2,2,2,2,1,1,2,4,"4","3"
3,5,1,2,4,6,2,1,4,4,1,4,4,3,4,2,2,1,4,1,"5","2"
2,6,1,1,5,16,5,2,4,4,2,4,2,4,4,2,8,1,4,1,"4","2"
3,4,6,1,5,29,6,2,3,3,2,3,3,3,3,2,8,1,2,1,"4","2"
2,7,1,1,3,6,2,1,2,2,2,4,2,2,2,8,2,1,2,2,"4","2"
1,1,1,2,6,17,4,2,NA,2,NA,1,1,NA,2,1,1,2,1,4,"4","1"
1,1,1,2,5,48,1,2,2,2,2,2,3,2,2,2,1,2,1,3,"4","3"
3,5,1,2,6,6,2,1,4,3,3,4,2,2,4,2,2,1,4,3,"5","2"
2,7,1,1,2,37,2,2,1,3,1,4,1,3,2,3,2,1,4,3,"5","2"
2,7,3,2,5,6,2,1,2,4,1,3,4,2,2,2,1,1,4,1,"3","2"
2,6,1,1,5,24,2,1,3,2,3,3,3,3,3,2,1,1,4,1,"4","3"
3,4,1,2,6,36,2,1,3,3,1,4,2,2,3,2,1,1,2,1,"4","3"
3,4,1,1,5,37,2,1,3,4,1,4,4,4,4,1,2,1,4,2,"4","3"
2,6,1,1,5,49,5,2,2,3,1,2,1,2,2,2,2,1,2,2,"4","2"
4,5,1,1,3,51,3,3,4,3,2,4,4,4,4,1,1,1,2,4,"4","2"
3,4,2,1,6,6,2,1,3,4,1,4,3,4,4,8,2,1,4,2,"5","2"
3,4,1,1,5,8,2,3,1,2,1,3,1,1,3,1,1,2,2,4,"5","3"
3,5,1,1,4,55,6,1,2,4,1,4,3,4,3,2,8,1,2,3,"3","2"
4,4,1,2,5,6,NA,1,1,2,2,2,1,1,4,2,1,1,2,2,"3","3"
3,4,1,2,5,24,2,1,3,4,1,4,1,3,3,3,2,1,4,2,"5","2"
4,5,1,2,3,21,2,2,1,3,1,3,1,4,3,2,2,1,3,1,"5","2"
1,1,1,1,5,26,1,3,1,2,1,1,3,1,2,1,1,8,1,4,"3","1"
3,5,1,2,5,36,2,2,4,4,2,4,1,2,4,3,2,2,3,1,"4","2"
1,1,1,1,6,39,1,2,2,3,2,3,2,2,2,1,1,2,1,4,"2","1"
2,7,1,2,2,6,2,2,2,3,1,4,3,1,2,2,8,1,4,3,"4","2"
1,2,1,1,5,26,1,3,2,1,1,2,4,2,2,1,1,2,1,2,"3","3"
2,6,1,2,5,35,2,1,3,3,1,3,1,3,3,2,8,1,3,2,"5","3"
3,5,1,1,3,6,2,1,3,4,1,4,1,2,3,2,2,1,3,1,"5","2"
3,3,4,1,5,36,1,2,1,1,1,2,2,1,1,2,1,2,1,3,"3","3"
1,2,1,1,5,48,1,2,2,3,2,3,2,2,3,2,2,8,2,2,"4","3"
1,1,1,2,6,47,1,2,2,1,1,2,1,2,1,1,1,2,1,4,"3","1"
2,7,3,1,3,36,2,1,2,3,2,4,4,3,3,2,1,1,3,3,"4","2"
2,7,1,1,2,55,2,1,4,4,2,4,2,4,4,2,2,1,4,2,"4","2"
2,6,1,2,3,12,2,1,1,3,2,2,4,2,2,1,1,1,2,4,"4","2"
2,7,3,2,2,4,2,1,3,3,NA,3,1,2,2,2,1,1,4,1,"4","2"
3,5,6,1,2,31,2,2,2,4,2,3,2,2,3,2,2,1,2,2,"4","2"
2,7,1,1,6,48,2,1,2,3,1,3,1,3,3,2,1,1,2,3,"5","2"
3,4,1,2,6,25,2,1,3,3,2,4,2,3,4,2,1,1,3,2,"4","2"
2,7,1,2,2,42,2,1,2,2,1,3,3,2,3,8,1,1,3,1,"4","2"
2,7,1,1,4,12,2,1,2,3,1,4,3,1,3,2,1,1,2,1,"4","2"
3,5,1,1,3,42,2,1,3,3,2,3,3,3,3,2,2,8,5,4,"4","3"
3,4,1,1,6,31,2,1,3,4,3,4,3,4,3,2,2,1,4,4,"5","2"
1,1,1,1,6,51,1,3,1,1,1,2,3,2,1,2,1,2,1,2,"3","1"
3,4,2,1,3,18,6,3,1,4,1,2,4,1,4,2,2,2,2,4,"3","3"
3,4,1,1,6,12,2,1,3,4,1,4,2,4,4,3,2,8,4,1,"4","2"
2,6,1,2,5,6,2,1,1,2,1,3,1,1,2,2,1,1,2,2,"5","3"
3,4,1,2,3,9,2,1,3,3,2,3,2,2,3,2,2,1,3,1,"5","3"
3,5,7,1,6,25,2,1,4,4,1,4,3,4,4,2,2,1,2,1,"4","2"
1,2,1,1,6,2,1,1,1,1,1,1,3,1,1,1,1,2,1,2,"5","1"
1,1,1,1,6,48,1,4,2,2,1,2,4,2,3,1,1,2,1,4,"5","1"
1,1,1,2,3,55,1,4,2,1,1,2,4,1,3,1,1,8,1,4,"3","1"
2,7,1,2,3,48,2,1,3,4,1,4,1,4,4,3,2,1,4,2,"4","2"
2,6,1,1,5,9,2,2,2,3,1,2,2,2,3,2,2,1,2,2,"5","2"
2,6,1,1,6,39,2,1,4,3,2,4,4,2,3,2,2,1,4,1,"4","2"
1,1,1,1,5,26,1,2,1,2,1,1,2,1,1,1,1,2,1,4,"4","1"
3,3,8,1,3,36,1,1,1,3,1,1,1,2,2,2,1,2,1,4,"4","1"
2,7,1,1,6,24,2,1,2,3,1,3,2,3,3,2,8,1,3,3,"5","2"
2,6,1,1,6,17,2,1,2,3,2,2,2,2,2,2,1,1,2,2,"5","2"
3,5,1,1,6,44,2,1,NA,2,NA,NA,2,NA,3,3,1,1,2,2,"5","2"
1,1,1,1,5,6,1,2,1,2,1,1,4,1,1,1,1,2,1,4,"5","3"
3,5,1,1,2,33,1,2,2,2,1,2,1,2,1,1,1,2,2,1,"4","3"
2,6,3,1,5,48,1,2,2,3,2,3,3,3,3,2,2,1,2,2,"2","3"
3,4,1,1,6,51,2,1,4,4,3,4,2,4,4,3,8,1,3,1,"3","2"
2,7,1,1,4,12,2,1,4,4,1,4,1,3,3,3,2,1,4,1,"5","2"
3,5,3,1,6,48,2,2,3,4,2,3,4,3,4,2,1,1,2,4,"3","3"
3,5,7,1,5,48,2,3,3,3,2,4,3,3,3,2,1,1,2,2,"4","2"
2,6,3,1,5,29,2,1,4,4,2,4,1,2,4,3,2,1,4,1,"4","2"
3,5,1,2,6,24,2,1,1,2,1,2,1,2,1,2,8,1,1,1,"4","3"
2,7,1,2,3,18,2,1,2,3,1,3,1,3,2,2,2,1,4,1,"4","2"
1,1,1,1,6,12,1,3,1,2,2,1,3,3,2,1,1,2,1,4,"2","1"
2,7,1,2,5,42,2,1,4,4,4,4,4,4,2,3,2,1,4,1,"4","2"
2,7,1,1,3,13,2,2,4,4,1,4,1,4,4,2,2,1,4,1,"3","2"
2,7,1,1,5,17,2,1,2,2,1,3,3,1,1,2,1,1,5,3,"3","2"
3,4,1,1,1,19,2,1,1,2,4,4,1,3,1,2,2,1,4,3,"5","2"
2,6,1,1,6,26,2,2,3,4,2,4,1,3,4,3,2,1,2,1,"4","2"
2,7,1,1,6,39,2,1,2,2,2,3,1,1,2,2,1,1,2,1,"1","2"
3,5,7,1,6,55,2,2,3,3,2,4,3,4,3,2,8,1,3,4,"3","2"
3,3,6,1,5,12,1,4,2,2,1,1,3,3,1,2,1,2,1,4,"4","1"
3,4,1,2,5,51,1,2,1,3,2,1,2,1,2,2,1,1,1,1,"5","2"
3,5,1,2,3,51,3,1,3,2,1,3,2,4,4,1,1,1,3,4,"3","2"
3,4,1,1,5,12,2,2,2,4,2,3,4,3,2,8,2,1,5,4,"4","3"
2,6,1,1,2,4,2,1,2,4,1,4,1,2,3,2,2,1,1,1,"5","2"
1,1,1,2,6,12,1,2,1,2,1,1,3,2,1,1,1,2,1,4,"5","1"
1,2,1,1,3,40,1,1,1,2,2,1,4,1,1,1,1,2,1,4,"2","3"
1,2,1,1,6,26,1,2,1,1,1,1,2,1,1,1,1,2,1,4,"5","1"
3,4,1,2,5,6,2,1,2,3,2,3,1,2,2,2,2,1,3,1,"5","3"
3,4,6,1,6,4,2,2,2,4,1,4,3,3,3,2,2,1,3,2,"4","2"
3,3,3,2,3,32,1,2,1,2,1,1,1,1,1,1,1,2,1,1,"4","3"
3,5,1,1,2,18,2,2,3,4,1,3,1,1,1,3,2,1,2,1,"5","2"
2,7,1,1,4,36,2,1,4,4,2,4,3,3,3,2,2,1,3,2,"4","2"
3,5,1,1,3,13,2,1,3,3,2,3,3,4,3,2,1,1,3,1,"4","3"
3,4,7,2,2,9,2,1,4,4,2,4,4,4,4,2,8,1,4,2,"4","2"
3,4,1,1,2,42,1,2,1,2,1,1,2,1,2,2,1,2,1,1,"5","3"
3,4,1,1,5,35,1,2,3,3,3,3,4,2,3,1,2,8,2,4,"5","3"
3,4,1,2,5,55,2,1,4,4,1,4,3,2,3,2,2,1,4,1,"4","2"
1,2,1,1,5,48,1,3,1,2,1,1,3,2,1,3,8,2,1,4,"4","1"
2,7,1,2,6,8,2,1,3,3,1,4,4,3,4,2,1,1,3,4,"4","2"
2,7,1,1,6,19,2,1,3,4,3,4,1,3,4,3,2,1,4,3,"4","2"
3,4,1,1,4,27,2,1,2,2,1,4,3,2,1,2,1,1,5,4,"4","2"
2,7,1,1,6,12,2,2,3,4,2,4,2,4,3,2,2,2,3,2,"5","2"
1,2,1,2,2,8,1,2,1,2,1,1,2,1,1,1,1,8,1,1,"5","3"
3,4,2,1,3,40,1,1,2,3,1,1,3,1,1,8,2,2,1,1,"4","3"
2,7,5,1,3,42,2,1,2,2,1,4,1,3,2,2,1,1,4,1,"4","2"
4,4,2,1,2,18,2,1,3,4,1,4,1,2,4,2,2,1,3,1,"5","2"
4,5,6,1,4,42,2,2,2,4,1,3,4,4,4,8,1,8,2,1,"4","3"
3,3,1,1,2,12,1,2,1,1,1,1,3,1,2,1,1,2,1,3,"5","1"
1,2,1,2,3,53,1,3,1,3,1,1,4,1,2,2,1,2,1,3,"5","1"
3,5,1,1,3,13,2,1,1,4,2,3,2,3,4,2,2,1,2,2,"4","2"
3,3,1,1,5,4,1,2,1,2,1,1,2,1,1,1,1,2,1,1,"5","1"
4,5,1,2,6,48,2,1,2,4,1,4,1,1,2,3,2,1,4,1,"4","2"
2,6,1,1,3,13,2,1,3,4,1,4,2,4,4,2,2,1,4,2,"5","2"
2,6,1,1,6,42,3,3,3,4,3,4,3,4,3,2,1,1,2,3,"2","2"
2,7,7,1,6,17,6,3,2,3,3,4,1,3,4,3,2,1,2,1,"3","2"
1,2,1,2,4,4,NA,2,2,2,1,2,4,2,2,2,1,1,1,4,"4","1"
3,4,7,2,5,55,1,3,2,2,NA,2,1,1,1,2,1,2,2,4,"1","1"
3,4,1,1,6,47,2,1,2,4,1,1,1,3,3,3,2,2,1,1,"4","2"
2,7,1,2,2,27,2,1,2,3,1,3,2,2,3,1,2,1,3,2,"4","2"
3,4,6,1,5,42,3,2,1,2,1,4,2,1,1,2,1,1,2,1,"4","3"
2,7,1,1,5,42,2,1,2,3,1,3,2,1,3,2,1,1,3,2,"4","2"
1,2,1,1,2,42,1,2,2,1,2,2,NA,2,2,1,1,8,1,2,"5","3"
3,5,1,2,3,55,2,1,2,3,2,2,1,3,3,3,2,1,2,1,"5","2"
2,7,1,2,3,6,2,1,2,3,1,2,3,3,3,1,8,1,3,1,"4","2"
1,2,1,2,4,25,1,2,1,1,1,1,3,2,3,1,1,2,1,3,"3","4"
3,5,7,1,1,13,2,1,4,4,1,4,3,4,4,2,1,1,3,2,"4","3"
3,4,1,1,5,37,2,3,2,4,1,2,1,2,3,3,8,8,2,1,"3","2"
3,5,1,1,3,13,2,2,3,4,1,4,2,3,4,2,1,1,2,3,"3","2"
3,3,1,2,6,25,1,1,1,1,1,1,1,1,1,1,1,2,1,4,"5","1"
1,2,1,2,2,37,2,1,4,4,1,4,1,1,4,2,2,1,4,1,"5","2"
1,2,1,1,2,23,1,1,1,1,1,1,1,1,1,1,8,8,1,2,"5","3"
2,7,1,1,3,48,NA,2,3,4,1,3,2,3,1,2,2,1,4,1,"5","2"
2,6,1,2,5,6,2,1,3,3,1,3,3,3,2,2,8,1,3,3,"2","2"
3,3,1,2,6,5,1,3,1,2,1,1,2,3,1,1,1,1,1,2,"5","3"
3,4,1,1,5,12,NA,2,1,3,1,1,3,2,2,2,1,1,2,2,"5","3"
3,3,1,2,5,44,1,2,1,2,1,1,1,2,1,1,1,2,1,4,"4","3"
3,4,1,1,5,4,6,2,1,2,1,2,4,3,2,1,1,8,2,2,"4","3"
1,1,1,2,5,48,1,2,3,3,1,1,3,3,2,2,1,8,1,4,"5","3"
4,4,1,1,6,12,2,2,2,4,1,3,4,4,4,1,1,1,2,3,"5","3"
3,3,1,1,5,6,1,2,2,2,1,2,3,2,2,8,1,8,1,3,"5","3"
1,1,1,1,5,6,1,1,1,1,1,1,1,1,1,1,1,2,1,4,"4","1"
1,1,2,1,3,6,1,4,1,3,1,1,2,1,1,2,2,2,1,1,"4","3"
1,2,1,2,5,51,1,2,1,3,1,1,3,2,1,1,8,2,1,1,"1","3"
3,4,1,2,2,19,NA,1,1,2,1,1,1,1,2,2,1,8,1,2,"4","3"
3,3,1,1,5,6,4,3,NA,2,1,1,2,2,3,1,1,2,1,4,"3","1"
2,7,1,1,2,51,2,1,3,4,1,4,2,4,3,2,2,1,4,2,"5","2"
2,6,1,1,6,42,2,2,2,4,3,2,1,3,2,2,2,1,2,2,"4","3"
1,2,1,2,6,50,1,3,1,1,1,1,1,1,1,2,1,2,1,4,"2","1"
3,3,1,1,6,37,1,4,1,2,1,1,2,1,1,1,1,2,1,4,"3","1"
2,7,1,2,6,8,2,1,3,4,1,3,3,3,3,2,2,1,4,1,"5","2"
1,1,1,1,5,20,1,1,1,1,1,1,1,1,1,1,1,2,4,2,"3","1"
2,7,1,2,5,12,2,1,2,4,1,4,1,2,3,3,2,1,4,1,"5","2"
3,4,1,1,3,47,2,1,3,4,2,4,4,4,4,1,2,1,4,4,"4","2"
2,7,1,1,3,12,2,1,2,3,1,3,1,3,2,2,2,1,2,1,"4","2"
3,4,1,1,5,47,1,3,1,1,1,1,2,1,1,1,1,2,1,4,"4","1"
3,3,1,1,5,29,1,1,1,2,1,1,3,2,1,1,1,2,1,2,"5","1"
3,4,2,1,6,51,1,2,2,2,1,2,2,1,2,1,1,2,1,4,"3","3"
3,4,1,1,2,29,2,1,2,2,2,3,2,1,1,2,2,1,3,2,"5","2"
3,3,1,1,4,13,1,2,2,4,1,2,2,2,2,8,1,1,1,4,"4","3"
2,7,1,1,6,48,2,1,4,4,2,4,4,3,4,2,8,1,4,4,"3","2"
1,2,1,1,3,11,3,3,2,2,2,2,4,2,2,1,1,1,1,3,"4","1"
2,7,1,1,3,24,2,2,3,4,1,3,2,4,2,2,2,1,3,3,"5","2"
2,7,1,2,5,26,2,1,2,4,1,2,1,2,1,2,2,1,3,1,"5","2"
3,3,1,1,5,53,1,4,1,1,1,1,1,1,2,1,1,2,1,4,"3","1"
1,2,1,1,5,13,NA,2,1,1,1,1,4,2,2,1,1,2,1,4,"3","3"
3,5,1,1,3,36,2,2,2,2,1,4,4,2,2,2,1,1,4,1,"4","2"
3,4,1,1,5,16,2,1,1,1,1,1,1,1,1,1,1,1,1,4,"5","3"
3,5,1,1,4,53,2,1,4,4,1,4,4,4,4,2,1,1,4,3,"3","3"
2,7,1,2,4,24,2,1,4,4,1,4,1,4,4,3,2,1,4,1,"5","2"
3,5,1,2,2,36,2,2,2,3,1,3,3,4,4,1,8,1,2,3,"4","2"
3,4,1,1,6,13,1,1,1,2,1,1,1,2,3,2,2,2,1,1,"4","3"
1,2,1,1,4,6,1,1,1,1,1,1,1,1,1,1,1,2,1,4,"4","3"
3,4,1,1,4,53,1,1,1,1,1,1,4,1,1,1,1,2,1,3,"4","2"
3,5,7,1,6,48,2,1,4,4,1,4,2,4,4,2,8,1,4,1,"4","3"
3,3,1,1,5,6,1,2,1,3,1,1,4,2,2,1,1,8,1,3,"4","3"
1,1,1,1,6,41,1,3,1,2,1,1,2,1,1,2,1,2,1,1,"5","3"
1,1,1,2,6,33,1,1,1,1,1,1,1,1,1,1,1,2,1,4,"4","1"
1,2,3,2,3,26,1,1,2,4,1,1,1,2,4,3,2,8,1,1,"5","2"
2,6,1,2,3,55,2,2,2,2,2,2,3,2,2,2,1,1,2,2,"5","3"
1,1,1,2,2,42,1,1,1,1,1,1,1,1,1,8,8,8,5,1,"5","1"
2,7,1,2,5,26,2,2,4,4,2,4,2,4,4,2,8,1,4,2,"4","2"
2,7,3,2,4,6,2,2,2,4,3,4,1,2,4,2,2,1,3,1,"4","2"
1,1,1,2,6,8,1,2,2,2,1,2,3,2,2,1,1,8,1,4,"3","1"
1,1,1,1,5,37,1,2,2,2,1,2,3,2,2,1,1,2,1,1,"2","1"
3,4,1,1,5,17,2,1,2,3,1,4,3,4,3,1,1,1,3,1,"4","2"
3,4,1,2,5,12,1,2,1,1,1,2,3,2,1,1,1,1,1,4,"5","3"
1,1,1,2,6,9,1,3,1,2,1,1,3,1,2,2,1,2,1,1,"4","1"
1,1,1,1,6,48,1,1,1,1,1,1,1,1,1,1,1,2,1,1,"4","1"
2,7,3,1,2,48,2,1,2,3,1,3,2,2,3,2,8,1,4,2,"4","2"
1,1,1,1,5,37,1,3,1,1,1,1,2,1,1,2,1,2,1,2,"3","1"
1,1,1,2,2,53,1,2,1,2,1,1,2,1,1,1,1,2,1,4,"4","1"
3,5,1,1,5,26,1,2,2,3,2,2,2,2,2,2,8,2,2,1,"2","3"
3,4,1,2,5,26,2,1,4,4,3,1,1,4,4,3,8,1,4,2,"4","2"
3,4,1,1,2,13,3,2,3,4,3,4,3,4,4,3,1,1,2,1,"4","2"
1,1,1,2,5,12,1,2,2,1,1,2,1,1,1,1,1,2,2,4,"5","1"
3,4,1,2,5,49,1,1,1,3,2,1,1,3,2,2,8,2,1,1,"2","3"
1,1,1,1,3,33,1,1,1,1,1,1,1,1,1,1,1,2,1,1,"5","1"
3,3,1,1,5,12,1,1,1,1,1,1,1,1,1,1,1,2,1,4,"4","1"
2,7,1,1,3,45,2,1,2,4,1,4,4,1,1,3,2,1,2,1,"4","2"
2,6,1,1,4,6,2,2,2,2,1,2,3,2,2,2,1,2,2,2,"4","2"
1,1,2,2,2,47,1,2,1,3,1,1,2,1,1,2,2,2,1,1,"4","1"
2,7,1,2,3,53,2,1,3,2,2,4,2,2,2,2,1,1,3,2,"4","2"
3,3,1,1,5,29,1,4,1,2,1,1,2,4,3,1,1,2,1,4,"2","1"
4,4,1,1,5,47,2,1,1,3,2,3,4,2,3,1,8,1,2,2,"4","3"
3,4,1,1,6,54,1,3,1,2,2,1,2,2,2,1,1,2,1,4,"4","2"
3,3,1,1,3,8,1,4,1,2,1,1,3,2,2,1,1,2,1,2,"4","3"
2,7,1,1,5,12,2,2,2,3,2,2,2,3,4,2,2,1,2,1,"4","2"
1,1,1,1,5,37,1,2,1,2,2,1,1,1,2,1,1,2,1,4,"4","1"
4,3,1,1,5,49,1,2,1,2,1,1,3,1,2,1,1,2,1,3,"4","3"
2,6,1,1,3,51,2,1,2,2,1,3,2,3,4,1,1,2,3,1,"4","2"
2,6,1,1,5,53,2,1,2,2,2,2,3,2,2,2,1,1,1,2,"5","3"
3,4,1,1,6,55,1,2,1,1,1,1,2,1,1,1,1,2,1,4,"4","1"
1,2,1,2,3,53,1,4,2,1,2,1,2,1,2,2,1,2,1,1,"4","3"
1,2,1,2,5,4,1,1,2,3,1,2,3,3,3,1,8,2,1,1,"5","3"
