"party","party.agendas","levels.of.party","race","education","fam.income","state.of.residence","vote.method","president.voted.for","reason.of.voting","immigration.importance","environment.importance","gay.rights.importance","health.care.importance","climate.change.importance","abortion.importance","racial.equality.importance","gender.equality.importance","legality.abortion","gay.marriage","police.racial.bias","global.warming","tax.raise","employment.status","political.viewpoint","religion.importance"
1,2,2,1,3,5,13,1,1,2,3,1,1,1,1,3,1,1,2,1,2,1,3,1,2,2
5,1,8,1,4,97,25,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,6,2
2,1,7,1,2,97,13,2,2,1,1,3,4,1,4,4,3,4,2,2,2,5,2,4,4,1
1,2,1,2,4,10,6,3,1,1,2,2,2,1,2,2,1,2,1,1,2,1,1,5,3,2
2,1,7,1,2,9,34,1,2,2,2,2,2,1,3,2,2,2,2,2,1,3,2,2,4,1
3,1,5,1,2,9,1,1,2,1,2,2,4,1,4,1,4,2,2,2,1,4,2,1,4,2
2,1,6,1,2,6,42,1,2,1,1,2,4,1,2,3,2,2,1,2,1,2,3,1,4,3
2,2,7,1,3,10,12,2,2,2,1,3,4,2,3,1,4,4,2,2,1,4,2,1,5,1
3,1,3,2,5,9,4,3,1,2,NA,NA,2,1,NA,1,1,1,1,1,1,1,1,5,3,1
3,1,5,1,6,10,32,2,2,2,1,2,2,2,2,3,2,2,2,1,1,3,1,1,3,2
2,1,7,1,3,8,23,1,2,1,2,2,4,1,3,1,1,3,3,2,1,2,3,1,5,1
1,2,1,2,2,2,5,NA,NA,NA,4,4,4,1,1,1,1,1,3,2,8,1,3,7,5,1
3,2,4,1,3,7,33,1,6,NA,1,1,3,2,1,2,1,2,1,2,1,2,2,1,6,3
3,2,3,1,2,2,20,1,4,NA,1,1,3,2,1,2,3,2,2,1,8,1,1,2,3,1
2,1,7,1,4,97,12,1,2,1,1,NA,3,2,4,4,3,3,2,2,1,4,2,5,4,2
2,2,7,1,2,6,20,3,2,1,1,3,3,2,4,1,2,3,3,8,1,4,2,1,4,2
3,1,4,2,6,97,12,3,4,NA,2,3,3,3,3,2,1,2,8,1,2,3,2,1,6,3
1,1,1,2,5,2,29,1,1,1,2,1,2,1,1,2,1,1,1,8,2,2,1,5,4,1
1,1,2,4,6,6,12,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,5,1
1,1,1,2,4,5,48,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,2
2,1,7,1,3,5,39,2,2,2,1,2,2,1,3,2,2,2,2,8,1,5,2,1,5,3
1,2,1,1,3,3,12,3,1,2,3,1,1,1,1,2,2,2,1,1,2,2,1,2,2,3
1,2,1,1,2,97,17,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,1
3,1,4,7,2,3,18,2,2,1,1,3,4,2,3,1,1,4,3,2,8,4,2,5,5,1
2,1,7,1,2,5,12,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,4,1
3,2,4,1,3,4,1,1,2,NA,2,NA,2,1,NA,NA,2,2,8,8,8,5,3,5,4,1
3,2,4,6,3,1,53,3,4,NA,3,1,1,2,1,2,2,1,2,1,2,2,1,2,1,2
5,1,4,1,2,7,34,NA,NA,NA,2,1,1,1,2,1,2,1,2,1,1,1,3,2,6,2
3,2,3,1,6,9,36,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,4,3,4
3,2,5,6,3,8,27,1,2,2,2,1,1,1,3,1,2,1,2,1,1,1,2,2,3,4
1,2,1,2,2,97,13,2,1,1,1,1,1,1,1,3,1,1,2,8,2,1,1,5,6,2
1,1,2,1,3,2,12,3,1,2,2,2,2,1,2,2,2,2,3,1,8,5,3,6,2,2
3,2,3,1,6,11,55,2,1,1,3,3,1,1,3,2,1,1,1,1,8,2,3,2,3,4
2,1,6,1,5,7,48,1,2,1,1,1,3,1,2,3,1,2,1,2,2,1,1,1,4,1
2,1,7,5,4,11,39,1,2,2,3,3,4,3,4,1,2,2,3,2,1,2,2,5,4,2
3,2,4,1,4,11,37,3,2,1,3,3,3,2,2,2,2,2,3,1,8,5,1,7,3,2
2,2,6,1,3,1,4,3,2,1,2,2,4,2,2,1,1,2,3,2,8,5,1,2,6,1
2,1,6,1,2,5,42,1,2,1,1,4,4,1,2,4,3,2,2,2,1,3,1,2,3,1
1,1,1,1,3,4,21,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3
3,1,4,1,4,6,18,1,1,2,1,4,4,1,4,4,3,2,1,8,1,2,2,1,3,4
3,1,5,1,5,7,27,2,2,1,2,4,4,1,4,1,4,4,3,2,1,4,2,2,5,1
2,1,7,1,6,9,55,2,2,2,1,1,4,1,1,1,1,2,3,2,1,2,2,1,4,1
1,1,1,1,2,97,25,2,1,1,NA,NA,NA,1,2,NA,2,2,2,1,2,2,1,2,3,3
3,1,3,1,6,97,47,2,1,1,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,4
2,2,7,1,2,2,36,2,2,1,1,NA,4,1,1,1,NA,NA,3,2,1,4,2,6,5,1
1,2,1,1,5,13,42,1,1,1,3,1,2,2,1,1,2,1,1,1,2,1,1,1,3,4
2,1,7,1,2,5,36,3,NA,NA,1,2,2,1,2,3,2,3,2,8,1,2,1,5,4,1
3,2,5,1,2,97,29,1,2,2,1,2,4,2,4,1,4,4,2,2,1,4,2,4,5,1
1,2,2,2,3,9,17,1,1,1,2,2,2,1,2,1,1,1,1,1,2,1,1,5,3,2
2,1,7,1,6,9,39,1,2,1,1,3,3,1,4,1,4,4,3,2,1,4,2,1,5,1
3,2,5,1,3,5,12,1,2,2,1,3,3,1,4,3,3,4,2,2,1,3,2,2,4,3
2,2,7,1,1,1,47,1,2,1,1,1,4,1,1,1,1,2,3,2,1,1,1,6,6,1
1,1,2,1,3,10,34,3,1,2,3,2,3,3,2,3,3,3,8,1,1,1,1,5,2,4
3,1,5,1,2,4,48,1,2,1,2,2,3,2,4,1,2,3,2,2,1,4,1,5,4,2
1,2,2,1,3,3,36,1,1,2,2,2,3,1,2,3,2,3,8,8,2,2,1,2,6,3
2,1,7,1,4,11,39,1,2,2,1,2,3,1,3,1,1,1,3,2,1,3,2,7,5,1
3,1,5,1,3,5,48,2,2,2,1,2,2,1,3,3,1,3,2,1,8,3,2,5,3,2
1,2,1,1,3,3,12,3,1,1,3,1,1,1,1,1,4,1,1,1,1,1,1,5,2,4
3,2,4,1,4,10,12,3,2,2,2,2,2,2,3,3,4,3,1,1,8,3,2,2,3,2
1,1,1,2,2,4,36,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,6,2,2
3,1,3,1,3,8,12,NA,NA,NA,2,2,2,1,2,2,1,2,1,1,1,2,1,2,4,1
1,2,1,1,5,5,19,3,2,2,1,2,3,2,4,3,2,4,2,2,1,4,2,1,3,1
2,2,6,1,2,97,6,3,2,1,1,3,3,1,4,1,3,1,2,2,1,3,1,5,3,1
3,2,5,1,5,10,37,1,2,1,1,2,4,2,3,3,4,4,2,8,2,2,3,1,4,4
3,2,5,1,2,5,34,1,2,2,2,3,4,2,4,1,4,4,3,2,1,3,2,1,5,1
1,2,1,1,5,4,19,3,1,1,2,1,1,1,1,3,1,1,1,1,2,1,1,1,2,4
3,2,5,1,4,10,18,1,2,1,1,1,2,1,1,2,1,3,2,1,1,1,3,1,3,2
1,2,2,1,2,1,12,NA,NA,NA,3,1,1,1,2,2,3,1,2,1,2,2,1,4,6,4
4,1,5,1,4,9,6,3,6,NA,1,2,2,1,3,1,1,3,3,1,1,4,2,4,4,1
1,1,1,1,2,5,28,NA,NA,NA,3,2,1,2,2,4,3,1,1,1,1,1,1,5,1,4
1,2,1,1,6,5,6,3,1,2,2,1,3,2,1,4,2,2,8,8,1,1,1,5,3,4
3,2,4,1,5,97,6,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,8,1,1
1,2,1,1,6,9,37,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1
3,2,3,1,4,6,33,1,1,1,NA,2,1,NA,2,NA,1,1,1,1,2,1,3,1,3,4
1,1,1,1,2,3,18,NA,NA,NA,1,1,2,1,2,1,1,1,3,8,1,1,1,1,3,1
3,2,3,1,1,3,6,NA,NA,NA,3,2,4,2,2,3,3,3,2,2,8,2,1,5,4,1
3,2,5,1,5,10,26,3,6,NA,1,2,3,2,3,3,2,2,2,2,1,1,1,5,4,4
1,2,1,6,2,5,42,2,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,4
2,2,7,1,2,9,53,3,2,1,2,4,4,1,4,4,4,4,1,2,1,4,1,5,4,4
1,1,1,2,4,2,40,1,1,1,2,1,4,1,2,3,1,3,8,2,2,2,1,5,2,1
2,1,6,1,5,11,12,1,2,1,2,2,2,2,2,3,2,2,1,1,1,1,3,2,3,4
3,1,5,1,6,8,51,NA,NA,NA,1,2,2,2,2,2,3,2,2,1,2,2,2,1,3,4
3,2,4,1,5,12,50,NA,NA,NA,2,1,1,1,1,2,3,2,2,1,1,1,2,7,3,4
1,2,1,2,5,5,39,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,5,3,1
2,2,6,6,3,8,48,1,2,2,2,2,3,1,3,2,3,3,2,1,1,3,2,4,4,1
5,2,4,1,1,6,29,1,2,1,1,1,2,2,1,2,1,1,2,1,8,1,1,7,6,1
2,1,7,1,3,5,6,3,2,1,1,3,4,2,4,2,4,4,2,2,1,4,2,2,5,2
3,1,8,1,3,97,12,2,1,2,2,1,2,1,1,2,1,1,1,8,8,1,1,5,3,3
1,1,1,1,2,2,8,3,1,2,3,3,4,1,3,4,3,4,3,2,1,2,1,6,6,3
2,2,6,3,5,9,34,1,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,1,4,1
2,2,7,1,3,9,6,3,2,1,2,2,3,1,3,2,2,3,2,2,1,3,2,5,4,3
4,1,5,1,2,97,18,1,2,2,2,3,4,2,4,1,3,3,2,2,1,2,2,6,5,1
2,1,7,1,3,97,36,1,2,1,1,4,4,2,4,4,4,4,2,2,1,4,2,1,3,4
3,2,4,1,3,97,37,2,2,1,1,4,3,1,4,4,2,3,8,8,1,3,1,1,4,1
3,1,4,1,4,8,48,2,2,2,1,3,2,1,3,3,2,2,2,1,2,3,1,1,3,2
3,2,4,6,3,8,9,1,2,2,2,3,4,1,4,1,1,2,3,2,1,4,2,4,3,1
3,2,4,1,2,11,9,2,3,NA,3,2,2,1,3,2,1,1,1,1,1,2,2,1,3,2
2,1,6,1,3,10,53,3,2,1,1,2,2,2,4,2,2,4,2,2,1,4,2,1,4,2
2,1,7,1,2,3,36,1,2,1,2,2,3,1,2,1,1,2,2,2,8,5,1,5,4,1
1,2,2,1,2,7,12,1,2,1,1,3,3,1,3,2,1,2,2,2,1,2,2,5,4,3
1,1,2,1,3,10,17,1,1,1,3,NA,NA,NA,1,NA,3,2,2,1,2,1,1,2,3,1
2,2,6,1,2,7,55,NA,NA,NA,1,1,1,1,2,1,1,1,2,2,1,2,1,2,5,2
3,1,3,1,5,6,6,3,1,2,3,2,2,1,2,2,2,2,2,1,2,2,1,7,3,3
1,2,1,7,4,8,29,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1
2,1,7,1,3,10,2,1,2,1,1,3,3,1,3,3,3,3,1,1,1,2,2,1,4,4
1,2,1,2,4,7,47,2,1,2,1,3,4,1,2,3,1,3,1,2,2,2,1,1,3,2
2,2,6,3,5,97,48,1,2,2,2,2,4,1,3,3,2,3,8,2,2,3,1,5,4,1
1,1,1,2,3,6,13,1,1,1,2,2,2,2,2,2,2,2,1,1,1,5,1,2,3,1
3,2,4,1,6,12,41,3,2,1,1,2,4,2,2,2,3,2,1,2,1,3,1,1,4,4
2,2,7,1,2,9,51,1,2,1,3,4,4,2,4,2,3,3,2,8,1,4,2,7,5,2
1,2,1,2,3,97,34,3,1,1,2,1,4,1,1,1,1,1,2,2,2,1,1,5,3,1
1,1,2,1,5,2,6,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,6,3,3
1,2,1,1,5,6,17,2,1,1,2,2,1,1,1,2,2,2,1,1,2,1,1,1,2,4
1,2,2,2,5,4,6,3,1,1,2,2,2,1,2,2,1,1,2,1,2,2,2,8,2,4
1,1,1,1,5,11,12,3,1,1,2,2,1,1,2,2,3,1,2,1,1,1,1,1,3,2
2,2,7,1,3,31,48,2,2,1,1,4,4,2,4,3,4,3,8,2,1,4,2,4,5,4
2,1,6,1,2,10,39,3,2,1,1,2,4,2,3,1,4,4,3,2,1,2,1,7,4,2
3,2,3,1,4,12,34,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,3,4
1,2,1,2,5,10,45,3,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1
2,2,7,1,6,11,55,3,2,1,2,2,4,1,3,1,4,2,2,2,1,2,2,1,4,1
1,1,1,3,3,2,26,3,1,1,2,1,3,1,1,1,1,3,2,2,1,2,NA,5,4,1
1,1,1,1,5,9,6,3,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
1,2,1,1,5,12,6,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3
3,2,4,7,3,9,6,1,2,1,1,4,4,2,4,1,4,3,3,2,1,4,2,5,4,1
1,2,2,1,5,6,17,1,1,2,1,NA,1,1,1,1,1,1,2,1,2,1,1,5,3,4
3,2,4,1,2,97,39,2,2,1,1,2,2,1,2,1,1,2,8,2,1,5,2,5,4,1
1,1,2,1,2,1,12,1,1,2,2,2,1,1,2,2,2,2,1,1,1,2,1,5,3,2
1,2,2,1,6,8,25,1,1,1,3,1,1,1,1,1,1,1,1,1,8,1,1,4,2,3
2,2,7,1,3,10,39,2,2,1,1,3,3,NA,3,2,2,4,2,1,1,3,2,5,4,2
3,1,4,1,5,1,48,1,2,1,3,4,3,2,4,4,4,3,1,1,1,4,1,6,3,2
2,2,7,1,2,97,13,2,2,1,1,3,4,2,4,2,4,4,2,2,1,3,2,5,5,2
2,2,7,3,2,6,35,2,2,1,1,2,1,1,4,1,2,3,2,2,1,5,2,5,4,1
3,2,5,1,3,7,22,1,2,2,1,3,4,1,3,3,2,2,2,2,1,5,1,1,4,1
4,1,4,1,5,97,12,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,2
1,1,1,1,2,1,17,1,1,1,2,1,4,1,3,1,3,4,1,1,1,1,1,6,4,2
1,2,1,1,3,4,12,2,1,1,2,1,2,2,1,2,1,1,1,1,2,2,1,5,3,2
1,2,1,2,6,6,12,3,1,1,2,1,2,1,2,3,2,1,2,2,2,1,1,5,3,1
3,2,4,1,6,5,48,NA,NA,NA,1,4,4,2,4,2,2,3,2,2,1,4,2,1,4,1
1,1,1,1,6,11,36,1,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,1
3,1,3,1,6,5,53,3,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,3
3,1,4,7,6,97,12,1,2,2,1,1,NA,1,1,1,NA,NA,NA,1,1,1,2,1,3,2
3,1,5,1,4,11,22,1,2,1,2,2,3,1,2,2,4,4,2,1,1,3,2,7,3,2
1,2,2,1,5,8,6,3,1,1,2,2,3,1,2,3,1,1,2,1,2,1,1,1,4,2
1,1,2,1,2,3,54,NA,NA,NA,1,1,1,1,1,1,1,1,2,1,1,1,1,5,3,1
2,1,6,1,5,7,47,2,2,2,1,3,4,1,3,2,3,3,2,2,1,2,2,1,4,1
1,1,1,2,5,3,37,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,6,2,1
2,2,6,1,3,2,38,3,2,1,1,3,2,2,3,1,2,2,2,8,8,4,2,6,4,1
2,2,7,1,2,97,16,1,2,1,4,2,4,1,4,1,4,4,3,2,1,4,2,1,4,1
2,1,6,1,5,10,13,2,2,1,1,2,3,1,4,2,2,3,2,2,1,4,2,1,4,1
3,2,5,6,3,97,29,1,2,2,2,2,2,1,2,3,1,3,2,2,1,2,3,1,4,1
2,2,6,1,2,2,17,1,2,1,1,2,3,2,4,1,3,3,2,1,1,2,2,5,4,1
3,1,4,2,6,97,50,1,2,1,3,4,4,3,4,3,1,3,2,2,8,4,2,5,4,1
2,1,7,1,5,4,48,1,3,NA,2,2,3,2,3,2,3,3,3,1,1,2,2,1,4,1
2,2,7,1,5,3,39,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1
3,2,5,1,3,6,37,2,2,1,1,3,3,2,4,2,3,3,2,2,1,4,2,2,3,2
3,2,4,7,3,97,19,1,2,2,1,2,4,2,4,1,3,4,2,2,1,3,2,6,5,1
1,2,1,2,4,6,6,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,1,5,2,1
2,1,6,1,2,2,27,1,2,1,1,1,3,1,1,1,1,1,3,8,1,1,1,5,6,2
3,1,3,1,5,97,48,2,1,1,2,1,1,1,1,4,1,1,1,1,2,1,2,1,3,3
1,2,1,1,3,9,55,1,1,1,2,2,4,2,3,2,3,3,3,2,2,2,1,1,3,1
2,1,7,1,4,12,10,1,2,2,1,2,2,1,3,3,2,3,1,1,1,2,2,1,3,3
1,1,1,1,6,9,6,3,1,1,2,1,1,1,1,4,1,1,2,1,2,1,1,5,1,4
3,2,4,1,4,6,41,1,2,2,1,3,3,2,4,3,3,3,8,1,2,1,2,6,3,4
3,1,3,1,3,2,16,1,1,1,1,1,NA,1,1,1,NA,2,1,1,2,1,1,1,1,4
3,2,4,5,3,4,39,2,2,1,2,4,4,1,4,4,3,4,2,8,1,4,3,2,3,3
4,2,4,1,4,4,6,1,2,2,2,3,2,1,4,1,2,3,2,1,1,3,2,5,4,1
1,2,1,2,4,2,18,3,1,1,1,1,2,1,1,1,1,1,8,2,2,1,1,5,3,1
3,2,4,1,3,3,36,1,1,1,2,1,2,1,1,1,2,2,3,2,8,2,1,7,2,1
3,1,4,2,5,5,48,3,1,1,2,1,3,1,1,1,2,1,2,2,2,1,1,5,3,1
2,1,7,5,4,4,51,2,2,1,1,3,4,1,4,1,4,4,3,2,1,3,1,1,4,2
3,1,5,1,6,11,6,3,2,2,1,3,3,1,4,2,3,3,2,1,1,4,2,5,3,4
3,1,4,1,5,8,48,3,1,2,2,2,1,1,1,1,2,1,1,1,1,1,2,5,3,2
1,1,1,1,6,3,18,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3
1,1,2,1,3,5,17,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,4,2
3,2,5,1,2,5,39,1,2,1,2,2,4,2,3,2,4,4,2,2,1,4,2,5,4,2
1,1,1,1,3,7,48,3,1,NA,2,1,1,1,1,2,1,1,1,1,2,1,1,5,2,4
2,2,6,1,3,5,12,NA,NA,NA,2,3,2,1,4,1,4,1,2,1,1,2,2,6,4,1
2,1,7,6,3,3,6,1,2,1,1,2,4,1,4,1,1,3,3,2,2,4,1,5,3,1
3,1,4,3,5,10,27,1,2,2,1,3,4,2,3,1,2,2,2,2,1,3,2,1,5,1
2,1,7,1,3,97,55,1,2,1,1,1,1,1,3,1,1,1,2,1,1,5,1,6,3,1
1,1,1,1,3,5,12,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,3
1,1,1,1,2,3,55,2,1,1,3,1,2,1,1,2,2,2,2,1,2,1,1,5,2,4
3,2,5,1,6,7,48,NA,NA,NA,1,3,3,1,4,1,4,3,3,1,1,3,1,1,3,1
3,2,4,1,6,97,48,2,2,1,4,3,NA,2,4,2,2,4,2,2,1,4,1,3,3,1
1,2,2,2,5,11,12,3,1,1,2,1,2,1,2,1,1,1,1,8,2,1,1,5,3,1
1,2,1,1,3,6,37,2,1,2,3,3,4,1,3,1,1,1,1,1,2,1,1,1,2,1
1,2,2,1,4,2,6,3,2,1,3,1,4,1,1,4,3,4,8,2,1,1,NA,6,3,1
2,1,7,1,3,31,51,1,2,1,2,3,2,1,2,2,2,2,8,8,8,2,1,5,3,1
3,2,5,1,5,10,48,2,2,1,1,3,4,1,4,2,3,3,3,2,1,4,2,5,4,1
3,2,3,1,5,5,25,2,1,2,2,1,4,1,1,3,3,3,2,2,2,2,1,6,3,4
3,1,4,1,2,6,42,1,2,1,1,1,2,1,1,2,3,2,2,8,1,2,1,1,3,4
2,2,7,1,2,4,34,1,2,1,1,2,4,1,4,1,4,4,2,2,1,3,1,6,4,1
2,2,7,1,3,5,37,1,2,2,1,2,2,1,2,2,2,2,2,8,1,5,1,6,3,1
2,2,7,1,5,10,32,2,2,2,2,2,3,2,2,3,3,3,2,1,1,2,2,2,5,3
3,1,4,7,5,97,9,1,1,2,3,1,3,2,1,1,3,4,1,1,1,1,1,5,3,4
3,2,5,1,3,97,48,2,2,1,1,2,2,1,4,2,2,2,2,2,1,3,2,5,4,1
2,1,7,1,5,13,6,1,2,1,2,2,4,1,3,3,3,4,2,2,1,3,2,9,4,2
1,1,1,1,4,5,42,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,5,3,1
2,2,7,1,6,97,47,1,2,1,1,3,3,1,4,4,4,4,3,2,1,2,1,1,5,4
2,1,7,1,2,97,12,3,2,1,1,1,4,3,2,4,3,4,1,2,1,2,1,5,5,4
1,1,2,1,5,14,6,1,1,2,3,2,2,1,2,1,2,2,1,1,2,2,2,1,4,2
1,2,1,2,3,5,6,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,9,2,3
2,2,6,1,2,97,26,3,2,1,1,1,2,1,2,1,1,2,2,1,8,3,1,5,4,2
3,1,5,1,3,6,34,1,2,2,3,2,3,1,3,3,2,3,2,1,1,5,2,1,3,1
2,2,6,1,3,7,39,1,2,2,2,4,4,3,4,1,4,4,3,2,1,3,2,1,5,1
3,2,4,1,3,3,47,2,2,2,2,3,4,3,4,3,3,4,2,2,1,3,2,5,5,4
2,1,6,6,6,11,16,1,2,2,1,3,4,1,4,2,3,4,3,2,1,2,1,5,4,1
2,2,7,1,6,97,25,1,2,2,2,4,4,1,4,4,4,4,1,8,1,4,3,1,5,1
1,1,2,1,2,31,17,3,2,1,1,1,4,1,1,2,3,3,8,2,2,1,1,7,5,1
2,2,6,1,2,11,12,3,2,1,1,2,2,1,2,2,2,1,2,1,1,3,1,2,3,3
3,1,5,1,6,11,37,2,2,2,1,4,4,2,4,3,4,4,2,2,1,4,2,1,4,4
4,2,4,1,3,4,39,2,2,1,1,1,1,1,4,1,1,4,2,2,1,4,1,1,3,1
1,2,1,1,2,5,17,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2
3,2,5,1,2,3,55,1,2,1,2,2,3,1,2,1,2,1,3,2,1,5,1,5,4,1
2,2,7,1,3,4,21,1,2,1,1,1,4,1,4,4,2,3,3,2,1,5,1,7,4,1
3,1,4,1,5,11,45,1,2,1,2,3,3,2,4,3,4,4,2,1,1,3,2,6,3,3
1,1,2,1,2,5,40,1,1,2,2,2,3,2,2,1,1,3,2,2,2,1,1,5,4,1
1,2,1,1,3,9,41,3,1,1,3,1,1,1,1,3,1,1,1,1,2,1,1,1,2,4
3,1,3,1,3,3,12,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,4
2,2,7,3,2,5,48,1,2,1,2,3,4,3,4,2,4,4,2,2,1,2,2,1,4,1
2,1,6,1,5,3,12,1,2,2,2,2,2,3,3,2,2,2,2,1,1,2,2,1,4,1
2,2,7,3,3,3,48,2,2,1,2,2,3,2,3,4,2,3,8,2,1,2,3,5,4,1
2,2,6,1,6,10,36,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,5,3,2
3,2,4,6,5,97,48,2,2,2,2,3,3,2,3,3,3,4,2,2,1,3,2,4,3,1
3,2,3,1,4,8,19,1,1,2,1,4,4,1,4,1,2,1,1,1,2,4,1,1,3,4
2,1,7,1,2,2,29,2,2,1,1,1,4,1,2,1,1,1,3,2,2,2,3,6,3,1
3,2,3,1,6,12,51,2,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,3,2
4,2,4,1,4,9,22,1,2,1,1,4,4,1,4,1,4,4,3,2,1,4,2,1,4,1
2,1,7,1,5,2,39,3,2,1,1,3,4,2,4,1,4,4,3,2,1,4,2,6,5,1
1,2,2,1,2,5,42,1,2,1,1,4,4,1,4,4,4,4,2,2,1,3,2,1,4,2
3,1,5,1,3,9,41,3,2,1,1,2,2,2,2,3,1,2,2,8,1,2,2,1,3,1
2,1,6,1,2,4,42,1,2,2,1,3,3,1,3,3,3,3,2,1,2,5,1,2,4,2
2,2,7,1,5,12,4,3,2,1,1,4,4,2,4,1,4,4,3,2,1,4,2,5,5,1
2,2,6,1,5,9,51,1,2,2,2,2,3,2,3,3,2,2,2,2,1,3,2,1,5,1
3,2,4,1,3,5,12,2,2,1,1,4,4,1,4,4,4,4,1,2,1,4,2,1,3,2
3,1,3,1,5,5,12,2,2,1,1,2,3,1,2,3,2,2,2,2,2,1,1,5,4,1
3,1,3,1,2,2,21,1,1,1,1,1,1,1,1,1,1,1,2,1,8,5,1,5,3,1
3,1,5,1,4,97,53,3,2,2,1,2,4,1,3,3,2,2,2,1,1,4,2,3,3,2
1,2,1,1,2,3,39,1,1,1,1,1,4,1,2,3,1,4,1,2,2,2,1,5,1,1
2,1,7,1,3,6,17,2,2,1,1,4,4,1,4,1,4,4,2,2,1,4,1,5,4,1
1,2,1,2,6,9,32,2,2,2,1,2,3,1,2,4,2,3,8,1,1,2,3,1,3,3
1,1,2,3,5,2,6,3,1,1,1,1,4,1,2,2,1,1,2,2,2,3,1,9,3,1
1,1,2,1,5,3,53,3,1,2,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,4
3,1,4,1,4,9,9,1,2,1,1,3,3,1,4,4,3,3,2,2,1,4,2,1,4,2
1,2,2,1,2,9,17,2,1,1,1,1,2,1,2,2,1,1,3,1,1,2,1,1,3,2
3,2,3,1,3,6,12,3,1,2,2,1,2,1,1,1,2,2,1,1,2,1,1,1,2,4
1,1,1,1,2,12,39,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,4,5,1
3,1,5,1,5,1,48,2,2,1,1,4,4,4,4,1,4,4,3,2,1,4,1,6,4,3
2,1,7,1,1,4,51,2,2,1,3,1,3,1,1,1,2,3,8,2,8,1,1,5,4,1
3,1,4,2,2,9,36,1,2,1,1,1,4,4,1,4,4,4,1,2,1,1,2,1,4,4
3,1,8,7,5,12,47,2,2,1,2,3,4,2,4,1,3,3,2,2,1,3,1,5,5,2
2,2,6,1,6,11,10,1,1,2,4,3,3,1,3,3,4,4,2,1,1,2,1,1,4,3
2,2,6,4,5,7,13,2,2,1,2,2,3,1,3,3,2,2,2,8,1,2,3,1,4,2
3,2,4,1,5,97,9,1,3,NA,3,2,3,2,2,3,2,3,2,1,1,3,1,2,3,2
1,1,1,2,5,4,36,1,1,1,1,1,3,1,1,1,1,1,1,2,2,1,1,2,4,2
3,1,4,1,6,11,12,3,1,2,2,1,3,1,1,2,2,2,2,2,2,1,1,5,3,1
3,1,3,1,5,8,42,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
2,2,7,1,5,97,1,1,2,1,1,4,4,1,4,3,4,4,2,2,1,4,2,1,5,1
1,1,2,1,6,10,8,3,1,1,3,1,4,1,1,2,3,2,2,1,2,1,1,1,2,3
3,2,3,1,3,2,6,1,3,NA,2,2,1,1,2,1,1,1,1,1,2,1,1,2,3,2
2,1,6,1,2,4,42,3,2,1,1,3,4,2,4,1,3,4,2,2,1,4,1,5,4,1
2,2,7,1,2,4,12,2,2,1,1,1,3,1,1,3,3,3,2,8,1,1,1,1,5,1
3,2,4,1,3,10,55,1,2,1,1,3,4,1,4,3,3,4,3,2,1,4,1,1,3,1
1,1,1,2,2,1,39,3,1,1,1,1,1,1,3,1,1,1,1,1,8,5,1,5,2,1
