"party","party.agendas","levels.of.party","race","education","fam.income","state.of.residence","vote.method","president.voted.for","reason.of.voting","immigration.importance","environment.importance","gay.rights.importance","health.care.importance","climate.change.importance","abortion.importance","racial.equality.importance","gender.equality.importance","legality.abortion","gay.marriage","police.racial.bias","global.warming","tax.raise","employment.status","political.viewpoint","religion.importance"
3,1,3,1,5,6,39,3,1,2,2,1,2,1,1,2,2,2,1,1,2,1,1,2,2,4
1,2,2,4,6,4,12,2,1,2,1,3,1,1,3,1,1,1,1,1,2,2,1,2,2,2
3,1,3,1,5,6,27,1,3,NA,2,2,2,2,2,3,2,2,2,1,2,1,1,1,3,4
3,2,5,1,1,9,36,1,2,1,2,2,3,2,4,1,1,3,3,2,1,3,3,1,4,1
3,1,4,7,1,97,47,NA,NA,NA,2,1,2,1,1,1,1,1,8,8,2,1,1,5,3,2
4,2,5,1,5,12,8,3,2,2,2,2,2,1,2,3,2,3,1,1,2,2,2,5,4,3
1,2,2,1,5,11,39,3,1,1,3,1,1,2,1,2,1,1,2,1,2,1,1,1,2,4
1,2,2,1,6,14,8,3,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,4
2,2,6,1,5,6,41,3,2,2,3,2,4,2,2,1,2,2,3,2,1,2,3,1,4,1
1,1,2,1,6,8,17,1,6,NA,2,2,4,2,2,2,3,3,1,8,1,2,1,1,3,3
3,2,4,6,3,10,6,3,1,2,2,2,2,1,2,4,1,2,1,1,2,2,2,2,2,4
2,2,6,1,6,11,17,2,3,NA,3,2,1,2,2,3,1,1,1,1,1,1,1,1,3,3
3,1,3,1,5,11,29,1,1,1,3,1,2,1,2,1,1,1,3,1,1,1,1,2,3,1
1,1,1,1,4,9,42,1,1,1,2,1,2,1,1,4,2,2,1,1,1,1,1,1,2,4
1,1,1,1,3,5,36,1,1,1,2,1,1,1,1,2,1,1,3,1,2,1,1,1,2,4
1,2,1,1,6,97,42,1,1,2,2,1,2,1,1,2,1,2,2,1,8,1,1,5,2,1
3,2,4,1,6,9,42,1,1,2,3,2,1,2,3,3,2,1,2,1,1,1,1,1,3,2
3,1,4,1,3,8,26,2,1,2,2,1,2,1,1,1,2,2,2,1,2,1,1,8,3,1
2,1,7,1,2,6,12,2,2,1,2,2,3,1,4,2,3,2,2,2,1,3,2,6,4,3
3,1,4,1,5,9,48,2,2,2,3,2,4,2,3,2,3,3,2,8,1,4,3,9,3,3
2,1,6,1,5,97,42,1,2,1,2,4,3,2,4,3,4,2,2,8,1,4,1,1,4,1
1,1,1,1,4,3,12,2,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,5,2,1
1,1,2,1,4,4,48,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,5,2,2
1,2,1,1,5,12,56,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,5,2,1
3,2,3,6,6,97,6,2,1,1,3,2,2,1,1,3,2,2,2,1,2,1,3,7,3,3
2,1,7,1,6,8,23,1,2,2,2,2,2,2,3,1,1,2,2,8,1,2,3,1,4,3
1,2,2,1,3,8,35,3,2,1,2,3,3,1,3,3,2,2,1,1,1,5,2,6,3,2
1,2,1,1,6,11,55,1,1,1,3,1,1,1,1,4,1,1,1,1,2,1,1,1,3,1
1,1,1,1,2,7,12,2,1,2,2,2,3,1,2,2,1,1,2,2,2,2,1,5,3,1
2,2,6,4,5,3,6,1,2,2,2,2,3,1,3,2,2,1,2,2,1,2,1,2,3,1
3,2,3,1,3,97,48,2,1,1,2,1,2,NA,1,3,NA,2,1,1,2,1,1,5,2,4
2,2,7,1,3,8,40,1,2,1,2,4,4,2,4,1,2,2,3,2,8,4,2,5,5,1
1,2,2,1,3,7,12,1,2,1,1,4,4,1,4,3,4,4,1,2,1,4,1,1,3,3
1,1,1,1,2,4,4,3,1,1,1,1,3,1,1,2,1,2,2,1,2,1,1,5,3,1
2,1,6,1,3,8,51,1,2,1,1,2,4,1,3,2,2,2,1,2,2,3,2,1,4,1
1,1,1,1,5,31,24,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4
3,2,3,1,3,9,44,1,1,1,2,1,1,1,2,2,2,2,2,1,2,1,1,1,2,2
3,2,4,7,5,97,51,1,1,1,2,2,2,2,3,1,2,2,1,1,2,2,1,1,3,4
1,1,2,1,6,97,51,2,1,1,2,1,2,1,1,1,2,2,1,1,2,1,1,1,2,3
1,2,2,1,3,12,36,1,1,1,2,2,2,1,1,3,2,2,1,1,2,1,1,3,3,3
3,2,5,1,6,11,29,2,2,2,2,2,4,1,4,4,4,4,8,2,1,5,2,1,4,3
1,1,1,2,5,3,51,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3
3,2,4,1,2,5,53,3,1,1,3,1,2,1,1,4,2,3,1,1,1,1,1,1,3,4
2,1,6,1,3,3,39,2,2,1,1,4,4,2,4,1,4,4,3,2,8,3,2,5,4,1
2,2,7,1,5,3,12,2,2,2,1,4,4,1,4,1,4,4,2,2,1,4,2,1,5,2
1,1,1,3,5,10,51,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1
1,1,1,1,3,9,17,2,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,5,2,2
2,2,6,1,3,9,6,1,2,2,2,3,4,1,4,4,3,3,2,2,1,2,3,1,4,3
2,2,7,1,5,6,49,2,2,2,2,1,3,2,3,1,2,2,2,1,1,2,2,5,4,1
2,2,7,1,6,11,13,2,2,2,1,2,4,1,3,4,2,3,2,1,1,2,2,1,4,2
2,2,7,1,3,13,6,3,2,1,1,3,4,1,4,1,3,4,2,2,1,4,2,1,4,2
3,1,3,1,3,11,6,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,3,3
2,1,6,1,5,9,13,2,2,1,1,2,4,1,2,3,2,1,2,8,1,2,1,6,3,2
2,1,6,1,6,14,51,1,2,1,1,4,4,1,4,4,4,4,2,2,2,3,2,1,3,3
2,2,7,1,5,3,24,1,2,1,1,4,4,2,4,2,3,3,2,2,1,4,2,5,5,1
2,2,6,1,2,97,6,3,2,2,4,4,NA,2,4,2,NA,NA,3,8,1,4,2,6,4,1
1,2,1,2,5,5,51,1,1,2,2,3,3,1,2,1,1,1,2,1,2,2,1,1,3,2
1,2,2,1,3,4,51,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2
3,2,5,1,5,10,6,1,2,2,1,3,2,2,3,1,1,2,2,2,8,2,3,1,4,1
2,2,7,1,5,5,17,1,2,2,1,4,4,2,4,2,3,4,2,2,1,4,2,1,4,2
3,1,3,1,5,14,33,2,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,3,4
1,1,1,1,5,97,6,3,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,9,2,4
1,1,2,1,6,11,51,1,1,1,2,2,1,2,2,2,1,1,1,1,2,1,1,1,2,3
3,2,5,1,5,31,51,1,2,2,2,2,4,1,2,3,2,2,2,2,2,2,2,1,3,3
1,2,1,1,6,14,36,1,1,1,1,1,2,1,1,3,1,2,1,1,2,1,2,1,2,4
3,1,4,1,6,97,42,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,3,3
1,2,2,1,5,14,6,3,1,2,3,1,2,2,1,2,2,2,1,1,2,1,1,1,1,4
1,2,1,1,3,97,8,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4
2,1,7,1,5,97,12,3,2,2,1,4,3,1,4,2,1,1,2,2,1,2,2,5,4,2
3,2,5,3,4,6,12,1,2,2,1,2,3,1,3,1,2,2,2,2,1,2,2,5,4,1
3,2,4,6,2,6,22,2,2,1,3,2,3,1,4,2,3,2,2,8,1,3,2,6,4,1
3,2,3,1,6,11,42,1,2,2,2,2,2,1,1,2,2,2,2,1,2,1,1,5,3,2
1,1,1,1,5,97,36,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,4
2,2,7,1,3,6,47,2,2,2,1,2,4,1,3,4,2,4,2,2,1,3,2,5,4,2
3,1,3,7,3,2,6,3,1,1,3,2,2,1,2,1,1,2,2,1,2,1,1,1,3,1
1,1,2,1,2,10,42,1,1,2,3,2,2,1,2,2,2,1,2,1,2,2,1,1,2,3
1,2,1,1,3,5,53,3,1,1,2,1,2,1,1,4,1,1,1,1,2,1,1,2,1,1
1,2,2,1,5,3,39,3,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,5,3,3
1,2,1,1,5,10,42,3,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,3,2
1,2,1,1,4,11,13,2,1,2,3,1,2,1,1,3,1,2,1,1,2,1,1,1,3,4
1,2,1,1,6,10,25,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1
2,2,6,1,5,9,55,2,2,2,1,2,4,1,4,3,4,4,2,8,1,2,2,1,4,2
3,2,3,1,5,7,48,NA,NA,NA,2,1,1,1,1,1,2,1,1,1,1,1,1,1,3,4
1,1,2,1,3,6,32,2,1,2,2,1,2,1,1,3,2,3,1,2,2,1,1,5,3,1
3,2,4,6,6,10,53,3,3,NA,3,2,2,2,2,4,3,2,2,1,2,5,3,1,3,2
1,2,1,2,3,97,51,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,5,3,3
1,2,1,1,5,11,53,3,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,3,4
1,1,1,1,5,10,6,3,1,1,3,1,3,1,1,2,2,2,1,1,2,1,1,1,1,4
2,1,7,1,3,9,13,2,2,1,1,3,3,2,4,3,3,3,2,2,1,3,1,5,4,2
2,2,7,1,5,97,53,3,6,NA,1,1,4,2,4,1,1,3,3,2,1,3,2,9,5,1
2,2,7,1,6,7,48,2,2,2,2,4,3,4,4,1,3,3,3,1,1,4,2,1,5,1
2,2,6,1,3,8,6,1,2,1,2,2,4,2,4,1,4,4,3,2,1,3,2,1,4,2
3,2,3,1,6,8,42,1,4,NA,1,1,2,1,1,3,1,1,2,1,2,1,1,1,6,1
3,1,3,1,3,5,42,1,1,2,3,1,1,2,1,4,2,2,2,1,2,1,1,6,3,2
1,2,1,1,6,11,48,2,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3
1,1,2,1,5,11,19,1,1,2,3,1,1,1,1,2,3,2,2,1,8,1,1,1,1,4
1,1,2,1,6,11,13,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
3,2,4,1,2,2,5,NA,NA,NA,1,2,3,1,2,2,2,1,2,8,8,2,1,6,3,1
2,2,7,3,6,13,13,2,2,1,1,2,3,1,2,2,2,2,2,8,1,2,2,5,4,1
2,1,6,1,2,9,28,1,2,1,1,2,3,1,2,2,4,3,2,2,1,2,1,1,3,1
1,2,1,1,5,12,47,2,1,1,2,NA,2,1,1,2,1,1,1,1,2,1,1,1,3,4
1,1,2,1,4,97,41,3,1,2,4,1,1,1,1,1,1,1,1,1,2,1,1,8,2,4
4,2,4,1,6,6,53,3,6,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4
3,2,3,1,5,13,39,1,1,2,3,1,3,1,2,4,4,4,2,1,1,1,1,1,3,4
1,1,1,2,2,4,13,1,1,1,2,2,2,1,2,2,1,1,2,1,2,1,1,1,3,1
1,1,1,1,3,9,4,3,1,2,3,1,1,1,1,1,1,1,1,1,2,1,1,5,1,4
1,1,1,1,2,5,55,1,1,1,2,1,2,1,2,2,2,2,1,1,2,1,1,1,2,4
1,2,1,1,3,3,16,2,1,2,2,1,1,1,1,1,2,2,1,1,2,1,1,5,2,4
1,1,1,2,6,9,9,1,4,NA,3,1,4,1,1,2,1,2,2,8,2,1,1,1,3,1
4,2,4,1,4,7,6,1,6,NA,2,3,4,1,4,4,4,4,2,8,1,3,2,1,4,4
2,2,7,1,4,97,39,1,2,2,1,4,3,1,4,1,4,4,3,1,1,4,2,1,5,1
3,1,3,1,3,9,55,1,1,2,3,2,3,1,3,2,3,3,1,1,2,2,1,1,2,4
2,2,7,1,3,9,5,2,2,1,1,2,3,1,3,3,2,3,2,8,1,3,2,5,5,3
3,2,4,1,4,12,19,1,3,NA,2,2,4,1,4,3,3,4,2,2,1,2,1,1,3,2
3,2,4,7,2,97,54,1,2,2,1,2,4,1,3,2,2,3,2,2,1,3,3,1,4,1
3,2,4,1,5,8,5,2,5,NA,2,2,4,2,2,2,4,4,2,2,1,1,1,1,3,1
2,2,6,1,6,10,18,1,1,1,1,2,1,1,2,4,1,1,2,1,2,1,1,1,3,1
3,1,4,1,3,6,45,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,4
2,1,6,1,6,5,21,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,3,2
3,1,3,1,4,3,36,1,2,1,1,2,1,1,3,1,2,1,2,1,1,4,1,5,4,1
2,2,7,1,2,3,42,1,2,1,1,1,2,1,1,1,1,1,3,2,1,3,3,5,4,1
1,1,1,3,5,9,15,2,1,1,2,1,1,1,1,2,1,2,2,1,2,1,1,1,3,4
3,2,5,1,3,7,18,1,2,1,1,3,4,2,4,3,4,3,8,2,1,2,3,1,3,4
1,2,1,1,6,97,41,3,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4
3,2,3,1,3,97,36,1,1,1,4,1,2,1,1,2,1,1,1,1,8,1,1,7,1,2
1,1,1,1,2,9,29,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4
1,2,2,1,3,10,53,3,1,2,3,1,2,1,1,1,1,1,1,1,2,2,1,1,2,4
3,1,3,4,3,8,6,1,6,NA,2,1,1,1,1,2,1,1,2,1,NA,1,1,2,2,4
1,1,2,1,3,97,6,3,1,1,3,1,2,1,1,4,2,1,1,1,2,1,1,1,2,3
4,1,5,1,6,97,29,1,2,2,2,4,4,2,4,1,3,4,3,2,1,3,2,1,5,1
1,1,2,1,4,2,39,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,3,3
3,2,4,5,5,5,4,1,2,1,1,2,3,1,4,1,1,1,3,2,1,4,2,5,4,1
4,2,3,1,5,4,6,3,1,1,3,1,1,2,1,2,1,1,1,1,2,1,1,1,2,4
1,1,1,1,6,10,30,3,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,2,1
1,2,1,1,6,97,13,2,1,1,1,NA,1,1,1,2,1,1,1,1,2,1,1,7,2,2
1,1,1,1,3,4,53,3,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,5,4,1
3,2,4,1,5,97,12,3,2,1,1,4,4,2,4,1,2,4,2,2,1,4,2,5,3,2
3,1,5,1,5,9,31,2,2,2,1,2,4,1,3,2,2,3,2,2,1,2,2,5,4,2
3,2,3,1,6,6,26,1,1,1,3,1,1,1,1,2,1,1,1,1,2,1,1,9,1,4
3,2,5,1,3,12,26,2,2,1,1,1,4,1,4,1,3,2,2,2,1,4,2,1,4,2
1,2,2,1,2,7,55,2,1,2,2,1,2,1,2,1,2,2,1,1,2,1,1,1,1,4
3,2,5,1,3,97,6,1,2,2,1,2,1,2,2,4,2,2,1,1,1,2,2,1,4,4
4,2,8,1,5,97,17,1,1,2,3,1,3,2,1,3,1,2,1,1,2,1,1,7,2,4
2,1,6,1,5,97,37,NA,NA,NA,1,2,4,2,3,1,3,NA,3,2,1,2,2,1,4,1
3,1,5,1,5,7,46,1,2,1,1,4,4,3,4,1,4,4,3,2,1,3,2,1,5,1
3,2,3,1,5,5,23,1,1,1,3,2,2,1,2,3,2,2,2,1,2,1,1,1,2,4
3,1,3,3,5,11,45,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,4
1,2,1,1,5,16,6,3,1,1,2,1,1,1,1,4,1,1,1,1,2,1,1,1,1,4
1,1,1,1,6,11,6,3,1,1,3,1,1,2,1,1,1,1,1,1,2,1,1,2,1,4
4,2,3,2,5,10,41,3,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4
1,2,2,1,4,9,4,3,1,2,3,2,2,1,2,3,2,2,1,1,1,1,1,5,3,4
1,1,1,1,6,97,55,1,1,1,2,1,2,1,1,2,2,1,1,1,2,1,1,5,2,1
4,1,3,1,6,12,17,3,1,2,3,1,2,1,1,1,1,2,1,1,2,1,1,1,1,4
1,2,1,1,3,97,6,3,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,5,3,3
1,1,1,1,5,5,42,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,4
1,2,1,1,2,4,18,2,1,1,4,1,2,1,1,3,1,1,2,1,1,1,1,6,2,4
3,2,3,1,6,3,25,1,1,2,2,2,1,1,1,2,2,2,1,1,2,1,1,6,3,3
3,2,4,1,3,97,53,3,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,5,3,4
1,1,1,1,6,8,17,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,1,3,1
3,2,5,1,3,97,48,2,3,NA,1,3,4,2,4,2,4,4,2,2,1,3,3,1,4,2
1,2,1,1,3,8,12,3,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,5,3,4
1,1,1,6,3,4,6,3,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,6,2,3
2,2,6,1,2,6,25,2,2,1,1,2,3,2,3,2,3,4,2,8,1,3,2,1,4,2
3,2,3,4,6,9,36,1,1,1,2,1,2,1,1,2,1,2,1,1,2,1,1,7,3,1
3,1,4,1,2,97,42,1,4,NA,3,3,3,1,3,3,2,3,8,1,2,1,1,6,1,4
1,2,2,5,5,5,40,1,2,2,3,2,1,1,1,2,1,1,1,1,2,1,1,4,3,4
1,2,1,1,5,10,55,1,1,1,3,1,2,1,1,3,1,1,1,1,2,1,1,1,1,4
2,2,6,1,5,10,11,3,2,1,1,2,4,2,4,1,3,3,3,8,1,3,2,5,4,1
2,2,7,1,6,11,48,2,2,1,2,3,2,1,3,3,3,2,2,1,1,2,2,5,4,1
2,1,6,1,6,97,55,2,2,2,1,2,2,1,3,3,4,4,2,1,1,2,2,2,3,4
1,2,1,1,5,9,39,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,6,3,4
1,2,1,3,6,10,48,2,1,1,1,1,3,1,2,3,2,3,2,2,2,1,1,5,2,2
4,1,3,6,6,6,48,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,3,4
2,2,7,1,2,11,26,1,2,1,1,4,4,2,4,2,4,4,2,2,1,4,3,1,5,1
1,1,1,1,6,9,36,1,1,1,3,1,2,1,1,3,1,1,1,1,2,1,1,1,2,4
1,2,1,1,3,5,4,2,1,2,2,1,1,1,2,2,1,1,2,1,2,1,1,1,2,4
1,1,1,1,6,10,48,2,1,1,2,1,2,1,2,3,2,1,1,1,2,1,2,5,3,1
3,2,4,1,3,6,6,3,2,1,1,3,4,2,4,4,3,4,2,2,1,3,2,5,4,3
3,1,3,6,5,2,35,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4
2,2,7,1,5,10,39,1,2,1,1,2,4,2,2,4,3,4,2,2,2,1,2,5,4,4
1,1,1,1,3,8,56,1,1,1,2,1,2,1,1,2,2,1,1,1,2,1,1,6,2,4
1,1,1,1,6,12,34,1,1,1,3,1,2,1,1,2,1,1,2,1,2,1,1,1,3,2
1,2,1,1,6,97,39,3,1,2,2,1,1,1,1,3,1,1,1,1,2,1,1,1,1,3
1,2,1,1,4,7,34,1,1,1,3,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2
1,1,2,1,6,4,39,1,6,NA,2,3,3,1,2,3,2,3,1,1,2,1,1,2,2,3
1,2,1,1,3,3,40,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,5,3,4
3,1,5,1,2,2,19,1,2,1,1,4,4,2,4,2,2,2,2,2,1,4,2,5,5,2
2,1,6,1,5,4,29,1,6,NA,2,4,4,2,4,1,4,4,3,2,2,3,2,1,4,1
1,1,2,1,3,97,21,1,2,1,1,2,4,1,3,2,2,2,2,2,1,3,1,6,4,2
1,2,1,2,5,14,48,2,1,1,2,1,4,1,1,4,2,2,2,8,2,1,1,1,2,4
3,1,5,1,3,11,51,1,3,NA,1,2,3,2,4,3,2,4,2,8,1,3,2,4,4,2
3,2,4,1,2,97,13,2,6,NA,1,1,1,1,1,2,1,2,8,1,2,1,3,5,3,1
2,1,7,6,6,2,48,1,2,2,1,3,3,3,4,1,2,3,3,2,8,3,2,9,5,1
1,1,1,1,5,8,9,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,5,2,4
3,2,5,1,5,3,34,3,2,1,1,4,3,1,4,1,2,3,3,2,1,4,2,1,4,1
4,1,4,1,3,8,45,1,2,1,1,NA,4,4,4,1,NA,4,3,2,8,4,2,1,5,1
1,1,1,3,3,9,6,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,3
1,2,2,1,2,10,18,1,1,2,1,2,2,1,2,3,2,2,2,1,1,1,1,2,3,2
1,1,1,1,3,97,12,3,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,5,1,4
1,2,1,1,5,6,36,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,4
3,2,3,1,2,7,20,2,1,1,2,2,1,1,2,3,1,1,2,1,2,1,1,5,3,2
3,1,3,1,3,9,34,1,3,NA,2,2,4,2,2,2,2,2,3,2,8,2,1,1,4,1
1,1,1,2,4,6,6,3,1,1,3,1,2,1,2,2,1,1,1,1,2,1,1,5,2,3
3,2,3,1,3,7,6,3,1,2,2,1,2,1,1,3,1,2,2,1,2,1,1,5,3,1
3,1,4,1,3,8,34,1,2,1,1,3,3,2,4,3,3,3,2,1,1,4,1,5,3,4
1,2,2,1,5,97,40,1,1,2,2,1,1,1,1,3,1,1,1,1,2,1,1,5,3,1
1,1,2,1,5,6,42,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,9,2,3
1,1,2,1,2,3,48,2,1,1,2,1,1,1,1,2,1,1,2,8,2,2,1,5,2,3
1,1,1,1,6,6,42,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4
1,2,1,1,6,10,19,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,3
3,2,4,1,2,97,35,2,2,2,1,2,3,1,2,2,3,3,1,2,1,2,1,5,3,3
1,1,1,1,5,5,33,1,1,1,2,1,2,1,2,2,2,1,1,1,2,1,1,1,3,3
2,1,7,1,4,6,46,2,2,1,1,3,4,1,4,1,4,4,3,2,1,2,2,5,5,1
1,2,1,1,3,9,47,2,1,2,2,1,4,1,1,4,3,3,1,2,1,1,1,1,3,3
3,1,5,7,5,12,13,2,2,1,1,3,3,1,3,3,3,3,2,8,1,2,2,1,3,1
2,1,6,1,6,11,12,2,2,1,1,3,4,1,4,1,3,4,3,2,1,4,2,5,4,1
2,2,7,1,6,9,8,3,2,1,1,2,2,1,4,2,1,1,2,2,1,4,2,5,4,4
1,2,1,1,3,9,39,2,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,5,2,2
3,2,4,5,6,10,33,1,2,2,1,3,4,1,4,1,4,4,3,2,1,3,2,1,3,1
2,2,6,1,6,7,6,1,2,1,1,3,4,1,4,1,4,4,2,2,1,4,2,1,4,3
2,1,7,1,5,97,53,3,2,1,NA,3,4,1,4,1,4,4,3,2,1,4,2,5,5,1
2,2,7,1,3,11,6,1,2,2,1,3,2,1,3,2,2,2,2,2,1,4,2,1,4,1
4,1,5,5,6,8,9,1,2,2,2,2,2,2,3,2,2,2,2,1,1,3,2,1,4,1
1,1,1,1,2,3,39,1,1,1,3,3,1,1,2,2,2,2,1,1,2,2,1,1,1,3
1,2,1,1,6,4,36,1,1,2,2,1,3,1,1,3,2,2,8,1,2,1,1,2,2,3
1,2,1,1,5,6,12,3,1,2,2,1,3,1,1,3,2,2,8,1,2,1,1,1,2,2
3,2,3,1,3,11,13,1,1,2,3,1,1,1,1,2,1,1,1,1,2,1,1,1,3,2
2,2,7,1,2,4,20,2,2,1,1,4,4,2,4,2,2,4,2,2,1,4,1,1,4,4
1,1,2,2,5,6,48,3,1,1,2,2,2,1,2,2,1,1,1,1,2,2,1,1,3,2
3,1,3,1,5,3,42,1,1,2,2,1,2,1,1,3,1,2,1,1,2,1,1,1,3,2
3,2,4,1,3,97,53,3,1,NA,1,4,4,NA,4,1,NA,4,2,2,1,4,2,1,5,2
3,2,4,6,2,11,48,NA,NA,NA,1,1,4,1,1,4,4,4,2,8,8,5,2,1,5,4
4,1,5,1,4,9,42,1,2,1,1,2,3,2,3,3,2,3,2,1,1,3,2,1,4,3
2,2,6,1,3,6,29,1,2,2,1,3,4,1,4,1,2,4,2,2,1,3,2,1,4,1
1,2,2,1,5,11,8,3,4,NA,1,1,2,1,1,1,4,3,1,1,1,1,1,4,2,4
3,2,4,1,5,97,36,1,2,2,2,2,4,2,4,1,2,4,3,2,1,2,2,5,3,1
3,1,5,1,5,9,48,NA,NA,NA,2,3,3,1,4,3,2,3,8,8,1,3,1,5,4,2
3,2,4,1,6,6,55,1,3,NA,1,3,3,2,3,3,3,3,8,8,1,2,2,1,4,2
2,2,7,1,6,9,12,2,2,2,1,3,4,2,4,1,4,3,2,2,1,4,2,1,4,1
4,1,3,1,3,9,48,1,1,2,3,1,2,1,1,4,1,2,1,1,2,1,1,1,1,4
3,1,5,1,5,6,24,1,2,2,1,3,2,2,3,2,3,3,1,1,1,4,3,1,3,2
1,1,1,1,6,97,24,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,3,4
1,2,1,1,4,3,17,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2
3,1,4,1,4,4,30,2,2,2,3,1,3,2,3,1,3,2,2,8,1,2,3,1,3,2
2,1,6,7,5,10,16,2,2,1,1,2,4,1,4,1,4,4,2,2,1,4,2,1,5,1
1,2,1,1,4,97,34,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,4
1,1,1,6,6,3,19,2,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,4
2,2,7,1,5,97,47,2,2,2,1,3,4,2,4,1,3,3,3,2,1,4,2,1,5,1
3,2,4,1,2,2,17,1,2,1,3,3,4,3,4,4,4,4,2,2,1,4,2,5,4,1
3,1,5,1,6,9,49,3,2,2,2,2,3,2,3,3,2,4,2,2,1,5,2,1,4,1
1,1,2,3,4,9,6,1,1,1,2,1,2,1,2,3,2,2,2,1,1,1,1,5,3,3
3,1,3,1,2,8,42,2,4,NA,2,1,3,1,1,3,2,2,2,1,8,5,3,5,3,2
3,1,3,1,5,10,4,3,1,2,4,1,1,2,1,2,3,1,2,1,1,1,1,2,3,3
1,2,1,1,2,12,8,3,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,3
3,2,5,1,5,10,6,3,3,NA,2,4,4,2,4,4,4,4,1,1,1,4,2,1,3,3
3,2,4,1,3,4,19,2,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,5,2,3
1,1,2,1,5,11,34,3,1,2,3,3,3,2,3,3,3,3,8,8,1,2,1,1,3,1
1,2,1,1,6,9,6,3,1,1,1,2,2,1,2,2,2,2,1,1,2,1,1,5,2,3
2,1,7,1,2,4,12,3,2,1,2,2,4,1,4,1,3,4,3,2,1,4,2,5,4,1
3,2,4,1,5,9,1,1,2,2,2,2,4,2,3,2,2,2,2,8,1,5,2,1,4,1
4,1,4,4,3,8,26,2,2,2,2,1,1,1,1,3,3,3,2,1,1,1,2,1,3,3
3,2,4,1,5,12,48,2,2,1,1,3,2,1,4,1,3,4,3,8,1,4,2,4,4,2
2,2,6,1,6,97,12,3,2,2,2,2,3,1,2,3,2,1,2,8,1,3,2,5,3,2
3,1,5,1,4,7,34,1,6,NA,2,1,3,2,1,2,2,2,2,2,1,1,2,1,3,1
